Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0109CCZ,2007.03,2546,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2008.03,2674,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2009.03,2339,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2010.03,1950,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2011.03,2158,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2012.03,2390,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2013.03,2282,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2014.03,2290,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2015.03,2583,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2016.03,2794,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2017.03,2918,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2018.03,2930,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2019.03,2764,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109DD1,2000.03,515,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2001.03,453,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2002.03,530,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2003.03,513,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2004.03,674,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2005.03,798,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2006.03,763,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2007.03,741,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2008.03,716,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2009.03,903,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2010.03,1192,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2011.03,1225,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2012.03,1246,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2013.03,1351,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2014.03,1367,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2015.03,1380,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2016.03,1336,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2017.03,1334,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2018.03,1305,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109DD1,2019.03,1343,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Electricity, Gas, Water, and Waste services",,
RNAA.SG01NAC34B0109EE1,2000.03,591,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2001.03,572,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2002.03,611,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2003.03,641,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2004.03,718,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2005.03,801,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2006.03,914,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2007.03,956,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2008.03,1098,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2009.03,1094,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2010.03,1156,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2011.03,1174,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2012.03,1172,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2013.03,1192,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2014.03,1208,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2015.03,1270,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2016.03,1344,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2017.03,1373,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2018.03,1650,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109EE1,2019.03,1780,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Construction,,
RNAA.SG01NAC34B0109FF1,2000.03,760,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2001.03,758,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2002.03,789,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2003.03,777,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2004.03,816,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2005.03,805,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2006.03,845,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2007.03,787,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2008.03,911,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2009.03,915,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2010.03,939,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2011.03,1011,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2012.03,1028,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2013.03,1001,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2014.03,1074,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2015.03,1113,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
RNAA.SG01NAC34B0109FF1,2016.03,1090,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Wholesale Trade,,
